session_id,user_id,started_at,ended_at,channel,device,country,page_views,utm_source,utm_campaign,is_bot
70905b2b-52f2-433e-98ef-b20cb79cbd74,0e752f77-b552-4ae2-8b00-d64e21110e0c,2024-12-20 03:25:29,2024-12-20 03:55:51,affiliate,tablet,BR,6,email,camp_12,False
c00fe9df-a25d-41b9-92f9-caf93d778e4e,,2025-01-07 23:36:25,2025-01-08 00:33:35,google_cpc,DESKTOP,CL,7,email,camp_13,False
ff3debc9-d875-4f33-9ca9-52ddccda8b24,8a0d563e-ce54-4f28-af33-b9462fb3406b,2024-10-21 03:58:23,2024-10-21 04:03:29,google_organic,tablet,CO,2,email,camp_11,False
055e87ac-b8c3-4c4b-97ff-92c33e6e848f,eca16ebe-b27f-4399-b0c3-c4a66ce4cbef,2024-11-20 05:55:36,2024-11-20 06:29:50,google_organic,desktop,MX,3,email,camp_9,False
fae0048c-19b5-4063-81e7-a676744e4549,13f67b55-a257-4667-8f83-9b49ab99a3ba,2025-03-14 21:28:55,2025-03-14 22:09:02,affiliate,tablet,PE,22,,camp_49,False
fe46d3b1-ddba-466b-bad3-c18ceab39c28,cc432797-098a-46c8-83b1-5133b566ab71,2024-11-30 02:39:41,,google_organic,tablet,AR,14,email,camp_13,False
6006e863-3a01-4667-9aec-61a2b4bcc3fc,b6d79a24-91c5-40c0-975d-98c2d8669b78,2025-01-12 22:41:04,2025-01-12 22:47:53,social_paid,DESKTOP,Br,2,email,camp_39,False
7c335840-7a94-4f4c-818c-91ac7ede7915,6ee4cac1-90f0-4bd6-a0c6-177898e1c5a1,2025-03-04 04:52:08,2025-03-04 05:23:55,direct,mobile,CL,17,,,False
058e4b95-e24f-4d76-949e-9516db85c572,e80122fe-1647-41c5-bc25-2f6f416ea2c8,2024-12-08 00:42:43,2024-12-08 00:53:03,google_organic,mobile,CL,11,google,,False
b1ddc6ab-58e4-4c00-923b-e03a49cb14ee,b80531a4-faec-495c-a9a9-9fcc864faec6,2024-12-17 15:10:58,2024-12-17 15:31:57,google_cpc,desktop,br,4,email,camp_34,False
8fa5f41a-c49d-4c27-92e3-b6f8a247393d,67a45962-b9b4-4e98-a513-8f4fd1bbaedf,2024-12-27 20:27:37,2024-12-27 21:24:37,social_paid,Mobile,CO,4,google,,False
5a9fdb9d-40bd-4e0d-85aa-5251c88a1f10,52b89b14-cea1-4f31-bdac-6287e5b711ee,2024-11-03 10:48:58,2024-11-03 11:31:11,affiliate,DESKTOP,BR,2,google,camp_28,False
ff3a6195-f225-4887-8b9c-74ac4a60d9e3,99201451-f46e-44da-8650-1266e712fec5,2024-12-12 22:08:45,2024-12-12 22:53:46,referral,desktop,AR,2,email,camp_39,False
b41d5af6-7c6d-45b3-b243-bdd97c525786,666ea9cd-2374-43ee-84ae-e8791e41ff36,2025-01-12 17:32:41,2025-01-12 18:18:51,metasearch,mobile,US,21,google,camp_10,False
2c0f9133-33ea-4b8d-bea3-273343797aa3,05070625-6379-4a21-883e-1e46844ea169,2024-12-25 22:56:12,2024-12-25 23:06:22,google_organic,tablet,CL,22,email,camp_22,False
0f96310d-8439-4069-80e4-eae9606940bd,98855ed5-abb7-4929-a958-7b403fc2909b,2024-10-19 03:11:15,2024-10-19 03:58:03,google_cpc,mobile,CO,1,instagram,camp_26,False
53816c37-857c-43f1-96fc-9974969480eb,e51bc1bd-88e9-4820-a93d-b820883de697,2025-01-07 02:54:52,2025-01-07 03:26:07,direct,DESKTOP,CL,10,facebook,camp_46,False
d22bd2a2-9495-4bbb-b817-69fc148ed467,ee5b3b40-f6e0-4f42-a4ae-a374827e5df6,2025-02-17 03:48:44,2025-02-17 04:11:07,email,Mobile,CL,12,google,camp_27,False
87a5ca2b-3bd8-43ed-9542-b04cf2bcb8ea,db31b2b6-be1a-4599-9ab5-a27e4dd93689,2024-11-02 23:24:02,2024-11-03 00:01:24,google_organic,DESKTOP,PE,21,email,camp_18,False
3ae9a80a-b597-47c8-bdbb-d14a1fd65c81,5f5b8e3a-efd5-464c-94bc-f2f18ab706d3,2024-11-02 16:00:34,2024-11-02 16:14:48,affiliate,desktop,AR,23,,camp_39,False
37389387-2d5a-4caa-b181-bb1c2650654a,05a3fcdb-8b1e-43e9-9f18-573d23e7f252,2025-02-22 16:50:33,2025-02-22 17:39:21,affiliate,mobile,MX,6,bing,camp_47,False
7b76366a-8f74-4a41-abe9-22fbbfe65fd0,759cc517-9a05-44f6-a304-5e4725891df1,2024-12-12 23:38:34,2024-12-13 00:00:19,metasearch,Mobile,BR,8,,,False
349b2a91-801b-4e19-9e79-ae9060363736,2ecc6e05-994b-45a8-af2e-1ec185bf42a6,2024-12-13 01:36:49,2024-12-13 02:32:03,social_paid,tablet,br,1,email,,False
7b6271db-f2f5-494b-9cf2-a9ed93831e69,cf1e2e54-d9da-4c5f-8ef8-51023b8c439d,2024-10-26 05:31:00,2024-10-26 05:56:11,direct,DESKTOP,Br,,google,camp_10,False
1563d8a1-0ac4-495a-b0b9-7dc316415719,3009c21d-0857-46fe-a938-301455ea4cff,2024-12-21 01:42:56,2024-12-21 02:30:47,email,Mobile,AR,7,google,camp_11,False
e28ec719-7cdb-465f-a2ab-408f32c74459,66602885-22da-4ae2-8b3e-b93d67214d5a,2025-02-07 05:41:49,2025-02-07 06:06:02,google_organic,mobile,US,8,bing,,False
b3b91d89-6829-4262-833f-161ebb12ea6e,9b15db18-8de6-4fb7-abe2-ffa72af5ee58,2024-12-17 15:59:07,2024-12-17 16:02:28,affiliate,desktop,US,21,facebook,camp_30,False
b85d34c5-52da-4bf5-afe9-88ac2259bd5c,983854e4-fe15-4124-b90f-f218ebdab2df,2025-01-10 02:19:32,2025-01-10 02:56:18,google_organic,tablet,Br,23,email,,False
55dbac61-8b7e-4ff3-92b3-2d759207262e,93aff71d-8597-49ba-99a3-5f4cf9f537fc,2024-10-03 12:59:33,2024-10-03 13:52:48,referral,DESKTOP,BR,13,instagram,camp_16,False
792018e1-1bf0-4a05-a1ee-27ae0e9f2596,,2025-03-02 05:41:02,2025-03-02 06:10:05,affiliate,DESKTOP,Br,12,facebook,camp_23,True
dfda64dc-4c92-4283-8841-9c93717192f1,a6f9ee89-8708-476c-9f72-64fb3b21386f,2025-02-19 09:23:18,,metasearch,mobile,CO,7,email,,False
ac200f6f-841d-422f-9d86-0c81b8484b5a,1b0fbab8-e2d4-4808-9db7-872036c4730e,2025-01-22 11:32:02,2025-01-22 11:40:28,email,mobile,CL,17,bing,,False
912e3efb-4267-42b5-ac8d-a978cbf6cd1f,254cbca7-9b81-411d-89b4-0fb46ae3030a,2024-10-08 02:45:41,2024-10-08 03:19:52,metasearch,tablet,Br,24,google,,False
ebf63d2c-4364-4ed4-8002-b930931aa186,3abc559d-be4e-4e38-a361-8c9fab2c9c7e,2025-02-27 16:55:45,2025-02-27 17:30:26,google_organic,desktop,Br,23,,camp_39,False
c9a10a19-e351-43a6-b385-41d7fd5968e4,730d9def-9f8c-4a81-bbf0-687ade6917a2,2024-12-11 07:36:05,2024-12-11 08:20:20,metasearch,DESKTOP,US,12,email,camp_35,False
6c8b531c-b045-41c2-99af-a4860b2ba8de,90b182ca-0878-4fa6-b320-a7dee72cebd2,2025-01-22 07:29:56,2025-01-22 07:42:09,affiliate,tablet,PE,1,,camp_16,False
6547125e-d59d-48fa-bf34-aeb0b14c486b,227032b7-7eda-42eb-92d7-939433935855,2025-02-17 19:15:04,2025-02-17 20:11:57,metasearch,tablet,AR,5,,camp_47,False
609f5716-4855-4e61-8706-91505687941d,d8553b40-fff6-405b-b555-daeb8331e127,2025-01-04 23:46:56,2025-01-05 00:15:37,referral,tablet,AR,2,,,False
60776338-9a7a-4e49-af1a-cceda22e5031,359e2e8b-fc97-4526-a7fb-078c75846f2a,2024-10-18 01:07:28,2024-10-18 01:58:33,referral,Mobile,PE,23,instagram,camp_19,False
22f3d28c-cba2-4c3a-bfc0-c190471a5149,233fe7a1-b544-4cb8-a917-dc4750092444,2024-10-29 09:02:03,2024-10-29 10:00:46,social_organic,mobile,CO,5,,,False
a64726dc-01b7-4ebe-8545-da8db5ec2477,706138d3-44bb-419c-bf44-d33a1a451d18,2025-03-30 03:23:08,2025-03-30 04:01:31,social_paid,Mobile,CL,3,bing,camp_49,False
91876b5c-929d-4816-8fbd-3a3c1ea3dc46,eb51eefb-1633-4b47-ad74-4ff013f8e609,2024-10-23 19:46:58,2024-10-23 20:37:26,affiliate,mobile,Br,6,instagram,camp_7,False
2b089ed1-1de2-4058-bafe-c3eba1e2a064,73659ff5-825f-44d3-b91b-a556923644e4,2024-12-28 01:22:19,2024-12-28 01:44:06,google_cpc,tablet,AR,3,,camp_3,False
8bd51564-937c-4f6b-bae0-45507f7c0260,,2025-01-31 03:52:01,2025-01-31 04:32:11,affiliate,tablet,CL,9,,camp_22,False
268427c0-7b0e-46c1-b7f4-7648a008ca8b,d2dce2a5-1a97-4a16-a2e2-25963b553c31,2025-03-23 13:46:31,2025-03-23 14:11:15,social_organic,DESKTOP,br,11,,,False
42b29692-34c3-4fe0-b8d3-79bbea5c2fe8,,2024-11-03 10:57:08,2024-11-03 11:38:38,google_organic,mobile,MX,22,instagram,camp_10,False
d277c814-71df-478e-9493-d0cd0bb1a450,3c70fcb1-e972-4e4b-810d-5b80444726bb,2024-12-28 20:13:57,2024-12-28 20:27:33,referral,tablet,US,6,facebook,camp_29,False
f563d5cb-6d07-44f0-8088-94254e7fc0bf,3886e479-09a6-457e-97a3-3ccf23db29da,2024-11-08 03:58:08,2024-11-08 04:09:41,email,Mobile,CL,13,instagram,camp_13,False
06a0a1b6-b176-49e3-8ebb-903bb83bede5,14abe27a-8083-4a4f-ab9a-650212d39280,2024-10-12 19:42:22,2024-10-12 20:02:10,google_organic,Mobile,Br,25,instagram,camp_45,False
ec8368d0-5e93-435c-9319-bc507f969a8c,4a23293d-549f-48e9-9112-2bea2ef84fa6,2024-12-05 20:21:59,2024-12-05 20:25:42,google_organic,DESKTOP,Br,5,,,False
a5290aec-f246-48a2-b3eb-2a4b47c3e149,e916593a-78e2-4e07-99d4-f6dbafca832f,2024-11-26 22:02:12,2024-11-26 22:19:49,social_organic,mobile,CO,1,facebook,camp_1,False
d6b4484d-5443-4220-ab75-2cb89735512a,749dface-d0e5-4a15-8dfd-b6b99ae1bc66,2024-12-31 03:03:46,2024-12-31 03:14:15,affiliate,tablet,MX,2,google,camp_29,False
080f96f7-218e-4892-9ae4-b99a380eaae3,45a2733a-242f-4eee-b886-259bf00f52ad,2025-01-13 15:15:05,2025-01-13 15:45:45,,Mobile,CL,11,email,camp_17,False
60e90a8b-e705-406e-b79d-d5ef1ab7a897,7f837852-a9d7-46b1-bf95-40a975a82a53,2025-01-19 23:35:29,2025-01-20 00:23:29,direct,tablet,CO,22,bing,camp_14,False
c9284649-105b-45a0-a5a9-93075702c713,1a330289-de9d-48ed-b14a-93e1478bf041,2024-10-17 09:29:19,2024-10-17 10:03:53,social_paid,tablet,PE,13,,camp_34,False
6b54de66-c1a0-4cdf-911d-6337fa1ffc1e,5ca4adea-0bf5-44be-9126-891d4c3d9c97,2024-10-13 09:59:12,2024-10-13 10:14:32,google_cpc,mobile,CL,16,email,camp_44,False
ef33504d-4567-4dcd-b5ad-7dca27573cf7,21d9bee1-f4e5-4a6a-a776-8657c609ef4a,2025-02-23 10:11:26,2025-02-23 10:58:30,metasearch,mobile,US,21,facebook,camp_30,False
e9ba8dc3-7530-4f13-89c6-74a1f8fbd909,af7e853b-c58b-4149-b3f8-273c828de353,2024-10-09 09:48:42,2024-10-09 10:03:58,,mobile,CO,7,google,camp_23,False
b1cd100d-4c76-43fb-8723-98e09b73f731,1a229547-4737-4bef-808f-c8565f87d10c,2025-01-26 12:20:20,,email,Mobile,PE,2,,camp_16,False
07ba96af-edeb-4942-935f-377a0eadcdbe,8ba5995f-148e-471e-86f6-e4737ef2f821,2024-12-24 07:55:41,2024-12-24 08:07:53,direct,desktop,Br,24,,,False
01384a3c-9671-41c9-b8e3-d1676b7b0c78,,2024-10-17 11:18:39,2024-10-17 11:54:11,social_paid,Mobile,BR,13,bing,,False
ea82b554-c044-448c-bb69-1d07967e8558,3ac9d14b-30ca-4afb-b5d5-2c459dde2dd5,2025-01-09 19:25:59,2025-01-09 19:32:36,social_paid,Mobile,br,3,email,camp_44,False
a878c67f-f22a-4ea7-aaee-5bfecb1579ac,4f090ddc-96f9-4eb9-9003-5de0d9c15fec,2025-02-04 18:46:12,2025-02-04 19:37:19,social_paid,tablet,br,7,email,camp_10,False
a7b290d6-ced5-433e-af3a-877bb0ffdbde,dfc1d7bd-b0eb-43b6-bb63-d1b4885beb44,2025-02-13 01:39:10,2025-02-13 01:44:58,google_cpc,desktop,BR,8,instagram,camp_21,False
ba164098-b609-4e2a-b6e2-0edb1a03797c,ee4d4e3c-eabc-4153-8321-c933b793eb0d,2025-01-14 07:16:41,2025-01-14 07:29:06,social_organic,DESKTOP,CO,3,email,,False
2855cc4f-f0e4-4366-bb56-a70dbc7bb50f,fc0eed59-2683-4e1f-8e09-665711b1552a,2024-11-25 07:08:26,2024-11-25 07:52:20,social_organic,mobile,PE,16,facebook,camp_35,False
2eb0186f-ae9e-4dd2-b39a-e7f1e1c24acc,044dba8c-97f7-471d-bb95-6b40a351b767,2024-10-31 02:00:39,2024-10-31 02:13:41,email,DESKTOP,AR,3,instagram,camp_33,False
52ab4497-84e0-4efa-97f9-5d4d45909b95,dfa3e499-7739-4eb6-8b78-7da30eb87bf8,2025-03-20 11:19:38,2025-03-20 11:27:25,affiliate,Mobile,CL,2,email,,False
e41014bc-3230-48a0-b7ef-89a38284fccb,1c0cbc89-c94a-4582-be4c-e627e7f0d29f,2024-10-30 14:10:36,2024-10-30 14:45:39,metasearch,DESKTOP,BR,2,,camp_15,False
899067dc-2cbe-4b2e-a0f5-f858a31a147a,eb08e3ad-bfdb-4761-8831-6d3ce1c6bfd4,2024-10-20 10:19:30,2024-10-20 10:31:50,affiliate,mobile,CO,2,instagram,camp_37,False
2363fdfd-b40e-439e-99a2-6543047658e6,6063718d-50d4-4d04-b08c-db89f3407aef,2025-01-20 19:47:49,2025-01-20 20:30:46,email,DESKTOP,CL,25,bing,camp_39,False
34be7eed-740b-4c9f-ad67-cef2b3b725f2,4c61cad1-ce39-4942-a335-e2ef5bfe2caa,2025-02-26 17:19:45,,google_cpc,desktop,PE,13,bing,camp_16,False
dc1529d0-8b1e-4c1b-97a2-f221fe05e41f,3bf8da3c-520d-4310-ac17-a99752bbf2f9,2025-01-26 02:22:13,2025-01-26 02:43:13,google_organic,mobile,BR,7,,camp_35,False
3fb3939e-7416-4437-8f3a-fa38d6c2872f,aa16cd3a-1b9e-4555-af7b-d632119e670b,2024-10-19 08:55:47,2024-10-19 09:33:38,metasearch,Mobile,PE,1,facebook,camp_19,False
1e2ac8b0-8ca6-41c5-88c4-9f9c29c2e8ae,be730adc-e21f-4f78-8335-c4405b7f6241,2025-03-04 05:05:53,2025-03-04 05:58:19,google_cpc,mobile,US,12,,camp_22,False
af94e1ad-cc93-48c5-b7ad-31807c9415ce,098bd900-a611-422f-8f5d-ee81f303f49a,2024-12-30 23:14:05,2024-12-30 23:54:32,social_organic,mobile,US,2,bing,camp_42,False
0ac373e0-8f2a-41d5-972e-caa35abe90d1,5910fd3a-8c67-4baa-9338-03f57905136e,2024-10-30 20:15:52,2024-10-30 20:24:09,email,Mobile,PE,1,email,camp_13,False
b5281887-2a3c-466b-933f-37846dd7d360,f6dac32d-5f77-42ab-afbb-1882be1d7409,2024-11-18 15:14:56,2024-11-18 15:22:20,social_organic,Mobile,US,20,instagram,camp_8,False
e7251456-00dd-4953-9429-66111bcbbf35,ced38660-6c1c-48f1-b49f-2d9bdd7166f6,2024-10-11 12:44:02,2024-10-11 13:28:48,social_organic,desktop,br,16,facebook,camp_9,False
3ad72c50-2f33-4613-9df0-9c244327b8e7,ba336338-f93f-45ff-aad5-ff4b191e2871,2025-01-17 13:50:31,2025-01-17 13:56:39,google_organic,Mobile,br,9,instagram,camp_14,False
4ab2b700-1870-4bb6-b070-d0f391461f0d,,2025-02-06 22:03:47,2025-02-06 22:57:12,metasearch,tablet,MX,2,bing,camp_10,False
f539fab7-6a7b-4a58-b47f-07906d4ac145,134b69a6-7925-45ea-836b-556c054d8402,2024-12-28 02:50:26,2024-12-28 03:13:13,referral,desktop,CL,18,facebook,camp_45,False
991764fb-3d35-4577-ba0e-0c6c8202d465,9fe68df9-b991-459d-b870-4f34fab91bea,2024-11-22 22:53:40,2024-11-22 23:19:05,metasearch,DESKTOP,PE,17,email,,True
6c13b172-fb6b-49b2-8a84-cd1d8ddb83e0,b573145e-22fb-436c-921b-7c056a65a754,2024-12-25 11:39:17,2024-12-25 11:40:27,direct,tablet,US,15,google,camp_21,False
70e0cd6c-2027-4e27-8827-9545856b23bb,fc4be7bf-331b-40f8-9e84-22098733a39a,2024-11-12 18:38:31,2024-11-12 19:28:42,social_organic,Mobile,BR,23,instagram,camp_46,False
929e8a47-fd5a-4895-b5ac-8a26a85a03f9,446c99db-60f9-4fd2-9b7a-5c644b5586f4,2024-11-09 10:46:20,2024-11-09 11:21:28,social_organic,tablet,br,23,,camp_10,True
54f3b93b-e074-4a8b-9b91-5cf810cc62f1,916bf9bf-1ec2-4690-b566-0cb4ae442f67,2024-11-28 17:02:25,2024-11-28 17:40:30,google_organic,DESKTOP,US,5,facebook,camp_32,False
cd823cd8-b4d9-485f-b201-90842f1564d7,ef0c93a5-3aaa-418a-ac5b-d74f73a07a3e,2024-10-11 07:49:43,2024-10-11 08:29:00,google_organic,mobile,BR,21,bing,camp_8,False
139754ea-902e-4fd0-857f-fdab835425ea,6089a355-022c-45ec-8763-95cc521c43e5,2024-11-01 06:25:31,2024-11-01 06:28:59,,Mobile,CL,10,,camp_2,False
888076c0-a767-49eb-8ef6-e422cf5b3068,13e3c0d3-c488-4791-90f3-d613a51b39b2,2024-10-25 20:02:39,2024-10-25 21:02:37,affiliate,tablet,US,19,,camp_2,False
49282a28-ced1-4e00-a004-57f7a8571308,,2025-01-18 00:42:10,2025-01-18 00:51:58,direct,tablet,US,7,facebook,camp_22,False
5034d6a3-5634-4a30-963b-874f3315d9a1,38a6c97d-7940-45d1-ad15-9ece59cc24cc,2024-10-29 03:39:10,2024-10-31 18:25:13,metasearch,Mobile,BR,4,google,camp_1,False
6c47fc12-5462-474b-88fb-eef68eaafcc1,e12b3b5a-1fcc-417f-9e2a-15b36bdd03b0,2025-03-26 11:31:38,2025-03-26 11:50:50,google_cpc,tablet,Br,10,email,camp_24,False
cfaacee8-d63b-4f9e-b5e9-fa9db9079ce8,e06d6d46-30b3-488e-bfb3-4f0bb1f15530,2024-10-14 09:04:07,2024-10-14 09:16:49,direct,mobile,PE,25,google,,False
e80c8293-c49c-429a-b0af-ea4f61be6940,3be3b2e8-6f3c-4fe0-829a-6486aba86165,2024-12-06 00:22:29,2024-12-06 00:25:06,email,mobile,CL,18,facebook,camp_37,False
aaccb146-b72d-4cc9-b978-3949c298f77d,,2025-01-10 01:05:58,2025-01-10 01:32:45,google_cpc,mobile,US,18,,camp_47,False
9fe2ffb6-3152-4372-908e-e5bd682a37c2,6456392e-2462-41ae-8ac9-f5f085403d35,2025-03-02 10:47:32,2025-03-02 11:44:05,social_organic,desktop,PE,5,,camp_23,False
1017b958-33d9-40f9-8d33-b25721e8f00b,ea8963fb-6aa1-4d95-b1c6-c4706bcd908b,2024-11-14 16:15:22,2024-11-14 17:11:56,referral,mobile,AR,4,,camp_43,False
e9729f93-c7e5-4c88-9f4e-75bfa4056b8f,192e6577-ae3f-4a02-8e92-2a0e1d0d2ee6,2025-01-14 09:49:00,2025-01-14 10:39:49,social_paid,DESKTOP,PE,,,camp_24,False
bff54c6b-212b-490d-8eb6-427094844aa0,f222bac9-9e95-4959-8fb0-8f77cc53d51f,2024-10-25 09:30:38,2024-10-25 09:46:18,google_organic,Mobile,CO,25,,,False
d378f54c-f154-4736-92be-158f0e88f9a8,ca2c5535-c53e-4e10-986e-5d453c71cb38,2025-03-12 12:27:07,,referral,Mobile,CO,18,bing,camp_21,False
02f1f825-e093-4093-83aa-28bd6384d8ef,18cc886b-46be-4111-981a-42378166fe05,2025-02-08 14:36:58,2025-02-08 15:17:01,affiliate,Mobile,PE,3,instagram,camp_42,False
fb5094eb-2f98-4974-9395-3f50f56e994d,,2025-02-05 17:37:00,2025-02-05 17:51:34,social_organic,desktop,br,10,,camp_34,False
91f9a50d-9507-42f1-a8b5-785ffb19eee7,4075d98e-de5f-4337-877d-3d482b56ee35,2025-03-24 17:09:10,2025-03-24 17:54:04,affiliate,mobile,MX,23,email,camp_21,True
10f45e72-abe4-4cf7-aba0-9ee448b1ac36,89d4806f-b0b8-44bf-86ad-5bab4a397d06,2024-11-23 14:20:12,2024-11-23 14:21:09,metasearch,DESKTOP,US,9,facebook,camp_1,False
a36d4b37-cc87-40d4-8797-0fa7d3f3310c,aae13934-9547-4b09-8bdc-e5748dbf3558,2024-12-09 15:55:12,2024-12-09 16:40:39,referral,mobile,CL,8,bing,camp_40,False
c19539fb-f8bb-4f6e-a273-2f81ec02bf0c,,2025-01-24 18:15:11,2025-01-24 18:57:51,affiliate,desktop,US,17,facebook,,False
ea18d392-2fd2-4ecd-873e-d5f4b88ae327,b7c58c98-2754-485e-9cae-69f432e0d836,2024-12-15 19:32:26,2024-12-15 20:04:52,google_organic,mobile,BR,22,google,camp_28,False
e8983688-69c4-46f3-a3a2-d4fbe5dd01b7,a0431934-b092-4d66-afa2-2d5a321a6c51,2024-10-29 10:13:14,2024-10-29 11:09:54,social_paid,DESKTOP,BR,21,bing,camp_42,False
5a872868-eb3c-4e30-9fa2-f7157cbab75c,a24c528d-d8d8-4a9e-8e24-21decd629f08,2024-12-28 10:46:43,2024-12-28 10:47:27,google_cpc,DESKTOP,CL,6,facebook,,False
0d5d9731-9980-4973-8ab9-61017877b755,d9c5700e-d6d2-4a8b-8e7f-9283b6719024,2025-02-01 09:24:02,2025-02-01 10:02:32,affiliate,desktop,br,18,facebook,camp_38,False
53dbabb5-1348-467a-9c15-79379f58d81c,5cd34231-3cce-4b80-8428-197f029b12f3,2024-12-28 06:05:53,2024-12-28 06:14:41,google_organic,desktop,Br,14,facebook,,False
5542c1a7-c84d-43da-a2eb-510d923d7440,177d16b5-ed1a-4a0b-adb3-c7c1b35afbfa,2025-01-01 22:39:55,2025-01-01 22:42:37,referral,desktop,US,7,,camp_7,False
e68d7302-c08d-4de6-990b-e000957a915f,991eea64-6bd6-47fe-a327-a6a41bb0746d,2025-03-05 09:19:19,2025-03-05 09:26:00,google_cpc,desktop,AR,6,email,camp_1,False
61f95940-e8cb-4554-a029-4f76758ca14c,,2024-12-22 17:16:24,2024-12-22 17:19:34,email,tablet,US,18,instagram,camp_24,False
0bc3771a-897c-41f0-9810-290c1da23822,44d16ee2-0867-4f91-99aa-8bab54af50fb,2024-10-19 07:43:38,2024-10-19 07:45:58,google_organic,Mobile,br,2,bing,camp_35,False
bda24325-0750-4980-b609-774d4ba739f4,0e19ba75-f918-4003-8811-4fc91abe1806,2025-03-13 14:50:13,,google_cpc,Mobile,BR,10,,camp_16,False
db81736f-0235-4257-a6f5-60a786e2d839,a1eb9fb3-5fbc-4162-be0a-3d4e989e9a1b,2024-12-12 22:14:14,2024-12-12 22:17:37,direct,mobile,CO,15,email,camp_23,False
c6415bb9-410d-4160-8ba0-bb62e2d1215d,57f68c47-7089-4261-b48d-d8a389a9c8e5,2025-01-19 15:26:21,2025-01-19 15:55:54,affiliate,Mobile,CL,10,facebook,camp_38,False
7209b224-7066-44c1-9ad5-129190668e45,18de6e33-0670-43b5-828c-9cdb680d3402,2024-12-22 21:28:35,2024-12-22 22:04:39,,Mobile,CL,17,,camp_16,False
90663e27-ec64-4291-a542-d755a909416b,ef6fb29f-57b1-4480-bf1b-790e00476fac,2024-11-06 22:16:02,2024-11-06 22:30:31,referral,Mobile,CL,21,instagram,camp_50,False
bc184875-7e32-443e-8f05-95f463ebf405,8b1cde11-4151-429f-be55-9d50aff6aee9,2025-01-16 22:58:15,2025-01-16 23:32:08,direct,mobile,CO,25,,camp_44,False
0ae486e7-3f28-47e4-b336-446139d88352,7e27fe14-478f-40e0-baff-4ff0700054f0,2025-03-20 02:09:28,2025-03-20 02:48:16,metasearch,mobile,CO,12,facebook,camp_45,False
13473bd6-0ae8-4df5-aa9f-733e117544ee,0d9ce7d2-b4ec-4a28-a41d-7acafc8ed2f5,2024-11-30 01:01:46,2024-11-30 01:44:47,google_organic,mobile,PE,3,,,False
872fb218-919c-4e92-b59e-25a2127dec76,a91481cc-a6c7-4607-bcb3-7efdbda4454a,2024-12-01 08:37:11,2024-12-01 08:53:56,google_organic,mobile,US,4,bing,camp_21,False
0021b20d-7f39-4592-bbd0-a627cfdb9825,e414017f-029b-4175-8411-c70db1dc8a6a,2025-02-21 02:56:27,2025-02-21 03:22:40,social_organic,desktop,CO,7,google,camp_20,False
c2b88299-d6a7-491a-8017-e8967456e129,eaeaf5d5-d4f9-4598-b0ab-4ab2b0e620d2,2025-01-22 04:53:59,2025-01-22 04:57:31,google_organic,mobile,br,11,,camp_26,False
d0b34623-13a3-4af5-af8e-25a17eb7cb8c,,2025-02-28 20:46:27,2025-02-28 21:43:43,email,mobile,MX,20,email,camp_48,False
a0b24a3e-ad2d-456c-a458-a614aff9985b,44a4d282-67e9-4746-87ad-83f363e8fb5c,2024-12-04 02:08:28,2024-12-04 02:40:07,google_organic,DESKTOP,Br,5,facebook,,False
b0b05f5c-c01c-4644-8eae-3e7987ade02d,40bf2b29-9793-4b1c-8e79-888c1495a195,2024-11-05 12:03:01,2024-11-05 12:36:41,google_organic,tablet,US,8,google,camp_4,False
db89d311-9de2-43a6-a360-16ab0f86a948,,2025-02-13 02:37:41,2025-02-13 03:07:27,direct,DESKTOP,Br,15,instagram,camp_34,False
f3b0112d-4985-4883-a2e2-5f99c251a42f,caf47b7e-2570-422f-89ea-3a8078993fe2,2024-12-13 17:56:04,2024-12-13 18:01:34,google_organic,mobile,US,7,,camp_3,False
2a6d3404-72d6-46bd-936d-ad8eeb8b42dc,e95fb400-b3c2-4d48-8f49-bf9b8b0c7fe0,2024-12-07 10:53:57,2024-12-07 11:29:33,,tablet,US,8,,camp_27,False
143e839d-bb85-4e28-843a-01348d4fbaf5,18c485f2-9271-463d-a849-154ca4911d7e,2025-01-21 23:02:20,2025-01-21 23:46:42,referral,desktop,MX,24,google,camp_36,False
139ba104-f488-4684-86d7-2301c0cd2a66,5a266949-1be5-4047-9f47-92bcb3de0bcb,2025-02-28 02:53:32,2025-02-28 03:02:15,referral,Mobile,CO,24,bing,camp_25,False
01be6227-17a0-4ad7-90a5-35bcf9c5929b,53a47bdb-4e6b-4074-afd0-416a9dec4ab6,2024-12-12 14:52:07,2024-12-12 15:19:41,metasearch,mobile,CL,15,,camp_42,False
52deb965-b1d9-4e27-8c86-486121f15ff5,cb56d766-dc16-4ce9-8537-d7451f529ea2,2024-12-02 08:37:39,2024-12-02 09:32:04,social_paid,DESKTOP,Br,17,,camp_35,False
682fb2aa-f256-40a3-bf31-5c49f0556741,b268fa66-0d44-4fe3-8e9b-9b4a41516793,2024-10-14 23:47:03,2024-10-15 00:14:48,affiliate,tablet,MX,4,,camp_12,False
69caa963-24d4-4ab7-81d2-9ad1f08bee11,87ad3534-0c22-4c11-9523-2b78f778406a,2025-02-02 20:24:50,2025-02-02 21:10:54,,desktop,Br,7,bing,camp_46,True
3e79fd32-fc7c-4a71-a3e6-fad8c8c686ef,3a3e29bf-f902-418f-8fc9-2c6fe408fc2c,2025-03-08 03:52:15,2025-03-08 03:56:22,affiliate,desktop,Br,10,bing,camp_1,False
